,0,1,2
53,ANHEUSER BUSCH CO.,BRADDOCK SHANNON,0.39467500473808714
54,ANHEUSER BUSCH CO.,BRIGHT CINDI,1.577877029046033
55,ANHEUSER BUSCH CO.,BROWN SHARON R,2000.0
56,ANHEUSER BUSCH CO.,BRUNSON JACKIE E,0.32527075459169996
57,ANHEUSER BUSCH CO.,BUYS VINCENT K,221.68887027116182
58,ANHEUSER BUSCH CO.,CALDIER MICHELLE D,0.19890704233837797
59,ANHEUSER BUSCH CO.,CALLAN LISA M,85.74513912919045
60,ANHEUSER BUSCH CO.,CAMPAGNA JOSEPH A,0.2620143266345021
61,ANHEUSER BUSCH CO.,CAMPBELL MARTY R,0.5598112485149886
62,ANHEUSER BUSCH CO.,CARLYLE REUVEN M,4.236159378617098
63,ANHEUSER BUSCH CO.,CHAMBERS KELLY M,563.6380025243456
64,ANHEUSER BUSCH CO.,CHANDLER BRUCE Q,2000.0
65,ANHEUSER BUSCH CO.,CHAPMAN MICHAEL C,0.16665287338464324
66,ANHEUSER BUSCH CO.,CHASE MARALYN,4.736752612460899
67,ANHEUSER BUSCH CO.,CHELAN CO REPUB CENT COMM,4.192150066616574
68,ANHEUSER BUSCH CO.,CHRISTOPHER DWAYNE L,0.18578555602955057
69,ANHEUSER BUSCH CO.,CIT FOR BETTER SCHOOLS BATTLE GROUND,0.21727184292429014
70,ANHEUSER BUSCH CO.,CLARK CO DEMO CENT COMM EXEMPT,11.64943829119702
71,ANHEUSER BUSCH CO.,CLARK CO DEMO CENT COMM NON EXEMPT,0.7264622339959298
72,ANHEUSER BUSCH CO.,CONCERNED TAXPAYERS OF WASHINGTON STATE,38.85278330767525
73,ANHEUSER BUSCH CO.,CONDOTTA CARY L,2000.0
74,ANHEUSER BUSCH CO.,CONWAY STEVEN E,2004.578089972351
75,ANHEUSER BUSCH CO.,COOKE THEODORE T,0.11600185070261516
76,ANHEUSER BUSCH CO.,COOPER ANGELA J,0.24534906613223728
77,ANHEUSER BUSCH CO.,COWLITZ CO DEMO CENT COMM NON EXEMPT,0.015482129669129211
78,ANHEUSER BUSCH CO.,CRUICKSHANK TIMOTHY V,8.817483482224008
79,ANHEUSER BUSCH CO.,CUMMINGS TED F,0.5753592983953575
80,ANHEUSER BUSCH CO.,DAGGETT DAVID L,19.982968385865952
81,ANHEUSER BUSCH CO.,DARANCIANG ELIZABETH S,0.15747483236581408
82,ANHEUSER BUSCH CO.,DAS MONA,89.97140528868005
83,ANHEUSER BUSCH CO.,DAVIS LAUREN,0.3753858060175086
84,ANHEUSER BUSCH CO.,DENT THOMAS E,0.18970706424999537
85,ANHEUSER BUSCH CO.,DENTON MELISSA M,0.5918064954288333
86,ANHEUSER BUSCH CO.,DESHMANE ATUL S,0.24680134976651916
87,ANHEUSER BUSCH CO.,DHINGRA MANKA,7.371723124188231
88,ANHEUSER BUSCH CO.,DOGLIO BETH M,0.44654115542942346
89,ANHEUSER BUSCH CO.,DOOR JULIE L,2.470986603776002
90,ANHEUSER BUSCH CO.,DREW STEVEN J,0.5882446619382712
91,ANHEUSER BUSCH CO.,DUTHIE BRIAN S,-75.27107545797394
92,ANHEUSER BUSCH CO.,DYE MARY L,597.55
93,ANHEUSER BUSCH CO.,EASTSIDE LEADERSHIP COUNCIL,0.030947089439814706
94,ANHEUSER BUSCH CO.,ELKIN MARY A,0.3904517653329914
95,ANHEUSER BUSCH CO.,ENOUGH IS ENOUGH PAC,4.045787872122292
96,ANHEUSER BUSCH CO.,ENTENMAN DEBRA J,301.86986135760844
97,ANHEUSER BUSCH CO.,ERB JAMES E,0.7814793405984692
98,ANHEUSER BUSCH CO.,ERICKSEN DOUGLAS J,1871.5053670264463
99,ANHEUSER BUSCH CO.,ESLICK CAROLYN L,0.03161784404166589
100,ANHEUSER BUSCH CO.,ESPINOZA MAIA L,55.061222611810905
101,ANHEUSER BUSCH CO.,EVERETT DISTRICTS NOW,0.03509573350049429
102,ANHEUSER BUSCH CO.,EVERGREEN PROGRESS,1023.2115489836818
103,ANHEUSER BUSCH CO.,FAIN JOSEPH F,2118.146447592431
104,ANHEUSER BUSCH CO.,FAMILIES YES,0.051710313094891575
105,ANHEUSER BUSCH CO.,FELD ANNELIESE M,0.8421700381522079
106,ANHEUSER BUSCH CO.,FERRERIA IMMACULATE,0.8050707427947192
107,ANHEUSER BUSCH CO.,FEY JACOB C,0.4332750876190649
108,ANHEUSER BUSCH CO.,FITZGERALD TIMOTHY W,-0.5488806106604149
109,ANHEUSER BUSCH CO.,FITZGIBBON JOSEPH C,2000.0
110,ANHEUSER BUSCH CO.,FITZPATRICK CONSTANCE M,-23.78528195229778
111,ANHEUSER BUSCH CO.,FONK DALE L,1.7815374679689393
112,ANHEUSER BUSCH CO.,FOR 1631,3.1304013038469236
113,ANHEUSER BUSCH CO.,FOR 1639,3.2455716588530517
114,ANHEUSER BUSCH CO.,FOR 940,0.09289277801477529
115,ANHEUSER BUSCH CO.,FORTUNATO PHILIP D,2000.0
116,ANHEUSER BUSCH CO.,FRAME NOEL C,0.4777844528512035
117,ANHEUSER BUSCH CO.,FRANCIK REBECCA A,1.7114914368662641
118,ANHEUSER BUSCH CO.,FRASIER ERIN M,-716.1115636406222
119,ANHEUSER BUSCH CO.,FRAZEY CAROL,0.2657970168351834
120,ANHEUSER BUSCH CO.,FRENCH ALFRED G II,6.463794323204968
121,ANHEUSER BUSCH CO.,FROCKT DAVID S,4.845974071189126
122,ANHEUSER BUSCH CO.,GILDON CHRIS,431.9428452242612
123,ANHEUSER BUSCH CO.,GILLESPIE KATHY E,-131.5918927332553
124,ANHEUSER BUSCH CO.,GOLIK ANTHONY F,0.8340111727870584
125,ANHEUSER BUSCH CO.,GONZALEZ STEVEN C,0.15482129669129213
126,ANHEUSER BUSCH CO.,GOODMAN ROGER E,0.584359437982307
127,ANHEUSER BUSCH CO.,GOULET JENNIFER D,1.7701913737352923
128,ANHEUSER BUSCH CO.,GRAHAM VIRGINIA C,205.95767314878475
129,ANHEUSER BUSCH CO.,GRAVES PAUL S,1205.3679624678443
130,ANHEUSER BUSCH CO.,GREEN DAVID D,0.9633134803525719
131,ANHEUSER BUSCH CO.,GREGERSON MIA SU-LING,0.4612441470086738
132,ANHEUSER BUSCH CO.,GRIFFEY DANIEL G,0.1293059319168089
133,ANHEUSER BUSCH CO.,HALL MARY J,0.5882175551384954
134,ANHEUSER BUSCH CO.,HALLOCK ELIZABETH A,0.3419631218937407
135,ANHEUSER BUSCH CO.,HALVORSON ERIC,1.6776493858463601
136,ANHEUSER BUSCH CO.,HAMMOND SYLVIA,2.723004264485136
137,ANHEUSER BUSCH CO.,HANSEN DREW D,0.12647137616666357
138,ANHEUSER BUSCH CO.,HARDER DAN,0.3209486103215637
139,ANHEUSER BUSCH CO.,HARDY KAREN L,4.271337873651293
140,ANHEUSER BUSCH CO.,HARGROVE MARK D,-196.18596572845664
141,ANHEUSER BUSCH CO.,HARMSWORTH MARK J,1045.8820035799522
142,ANHEUSER BUSCH CO.,HARRIS TANISHA L,29.764662800305874
143,ANHEUSER BUSCH CO.,HAYDEN SUZANNE M,0.015482129669129211
144,ANHEUSER BUSCH CO.,HAYES DAVID J,216.58033987168497
145,ANHEUSER BUSCH CO.,HAZELRIGG-HERNANDEZ CECILY C,0.19953357439113162
146,ANHEUSER BUSCH CO.,HEGSTROM OAKEY JESSE E,0.30753748617826193
147,ANHEUSER BUSCH CO.,HOBBS STEVEN R,1060.2712239057705
148,ANHEUSER BUSCH CO.,HOFF LARRY A,266.0297608920198
149,ANHEUSER BUSCH CO.,HOLT ERIC K,0.9261028638913686
150,ANHEUSER BUSCH CO.,HOLY JEFFREY M,2031.6132080321165
151,ANHEUSER BUSCH CO.,HOUSE DEMOCRATIC CAUCUS CAMPAIGN COMMITTEE,95.38681404827315
152,ANHEUSER BUSCH CO.,HOUSE REPUBLICAN ORGANIZATION COMMITTEE,35.257361056977956
153,ANHEUSER BUSCH CO.,HUDGINS ZACHARY L,0.15808922020832944
154,ANHEUSER BUSCH CO.,IRWIN MORGAN T,1000.0
155,ANHEUSER BUSCH CO.,ISLAND PAC,1.2617818612356997
156,ANHEUSER BUSCH CO.,ISLANDERS YES,0.0348918726716254
157,ANHEUSER BUSCH CO.,JACKSON LORRA J,0.648580596421327
158,ANHEUSER BUSCH CO.,JENKIN WILLIAM R,2000.0
159,ANHEUSER BUSCH CO.,JINKINS LAURIE A,1.2895250028506684
160,ANHEUSER BUSCH CO.,JOENS CLAUS R,0.4028749736244881
161,ANHEUSER BUSCH CO.,KEISER KAREN L,2002.579340100397
162,ANHEUSER BUSCH CO.,KENNEDY FUND,373.5161305578218
163,ANHEUSER BUSCH CO.,KILDUFF CHRISTINE J,1845.355971551704
164,ANHEUSER BUSCH CO.,KING CO DEMO CENT COMM NON EXEMPT,1.7649627822807301
165,ANHEUSER BUSCH CO.,KING COUNTY REPUBLICAN PARTY,85.00959192761265
166,ANHEUSER BUSCH CO.,KIRBY STEVEN T,2000.0
167,ANHEUSER BUSCH CO.,KIRK MICHAEL,1.1172673594510332
168,ANHEUSER BUSCH CO.,KITSAP CO DEMO CENT COMM NON EXEMPT,0.9357328399839615
169,ANHEUSER BUSCH CO.,KLOBA SHELLEY A,2000.4994403560647
170,ANHEUSER BUSCH CO.,KOCHMAR LINDA L,28.91265868497711
171,ANHEUSER BUSCH CO.,KRAFT VICKI C,239.63767750137168
172,ANHEUSER BUSCH CO.,KRETZ JOEL A,2000.0
173,ANHEUSER BUSCH CO.,KRISTIANSEN DANIEL P,1000.0
174,ANHEUSER BUSCH CO.,KRUGER LEAVITT MARI L,192.88835964784292
175,ANHEUSER BUSCH CO.,KUDERER PATRICIA E,107.63953991009278
176,ANHEUSER BUSCH CO.,LAKE WA CIT LEVY COMM,0.046446389007387644
177,ANHEUSER BUSCH CO.,LAMB ANTHONY L,0.11205778777872623
178,ANHEUSER BUSCH CO.,LEKANOFF DEBRA E,7.879843813567544
179,ANHEUSER BUSCH CO.,LENTZ EILEEN T,0.4139533607387552
180,ANHEUSER BUSCH CO.,LEWIS IVAN,0.7546292485428442
181,ANHEUSER BUSCH CO.,LEWIS JESSA,-52.1799114053656
182,ANHEUSER BUSCH CO.,LIIAS MARKO S,1004.680366903566
183,ANHEUSER BUSCH CO.,LINDQUIST MARK E,1.2024413739820536
184,ANHEUSER BUSCH CO.,LOCAL DEMOCRATIC ORGS,6.421092519659935
185,ANHEUSER BUSCH CO.,LOCAL REPUBLICAN ORGS,15.389930732160739
186,ANHEUSER BUSCH CO.,LOTMORE MARIO,9.445179063333965
187,ANHEUSER BUSCH CO.,LOVICK JOHNNY R,66.73991920043889
188,ANHEUSER BUSCH CO.,LYTTON KRISTINE C,1000.0
189,ANHEUSER BUSCH CO.,MACEWEN DREW C,2000.1293059319169
190,ANHEUSER BUSCH CO.,MAGENDANZ CHAD L,137.39957414180586
191,ANHEUSER BUSCH CO.,MALEBRANCHE PIERRE R,6.463891202693405
192,ANHEUSER BUSCH CO.,MANWELLER MATHEW S,-14.915120878043984
193,ANHEUSER BUSCH CO.,MAROON EVERETT,0.6174457261986507
194,ANHEUSER BUSCH CO.,MASON CO DEMO CENT COMM NON EXEMPT,0.32512472305171336
195,ANHEUSER BUSCH CO.,MAY MARY E,0.41630259467145453
196,ANHEUSER BUSCH CO.,MCAULEY MICHAEL A,0.08283541635492839
197,ANHEUSER BUSCH CO.,MCCASLIN ROBERT B,1000.0
198,ANHEUSER BUSCH CO.,MCCLENDON MARTIN V,-119.85880717920925
199,ANHEUSER BUSCH CO.,MCCOY JOHN R,4.236159378617098
200,ANHEUSER BUSCH CO.,MCENTIRE JAMES F,118.65501801132709
201,ANHEUSER BUSCH CO.,MCENTIRE JOEL W,5.51598692975865
202,ANHEUSER BUSCH CO.,MCMULLEN SCOTT T,20.11973640948685
203,ANHEUSER BUSCH CO.,MEAD JARED M,111.4271759208607
204,ANHEUSER BUSCH CO.,MELTON BARBARA L,0.838256097631975
205,ANHEUSER BUSCH CO.,MENA VICTORIA,1.7164393007824337
206,ANHEUSER BUSCH CO.,MENSER SAMUEL T,0.5926739130216643
207,ANHEUSER BUSCH CO.,MICHAELIS RANDALL B,0.40023189869216047
208,ANHEUSER BUSCH CO.,MILOSCIA MARK A,1518.667595854332
209,ANHEUSER BUSCH CO.,MINJARES VICTOR M,0.5904132059203486
210,ANHEUSER BUSCH CO.,MORGAN MELANIE V,17.776384660959803
211,ANHEUSER BUSCH CO.,MORRIS DARON G,2.363826789023427
212,ANHEUSER BUSCH CO.,MURANO KAY E,33.82088902026934
213,ANHEUSER BUSCH CO.,MURI RICHARD W,14.800662891555408
214,ANHEUSER BUSCH CO.,NEALEY TERRY R,1000.0
215,ANHEUSER BUSCH CO.,NEIGHBORS FOR BELLINGHAM HOME FUND,0.5491905842800393
216,ANHEUSER BUSCH CO.,NELSON SHARON K,1004.2361593786171
217,ANHEUSER BUSCH CO.,NEW DIRECTION PAC,721.6361892037837
218,ANHEUSER BUSCH CO.,NGUYEN JOSEPH-THANH T,0.3951087135345026
219,ANHEUSER BUSCH CO.,OLIVER CRYSTAL R,0.39055477117214005
220,ANHEUSER BUSCH CO.,OLSON DAVID W,0.09280148056209209
221,ANHEUSER BUSCH CO.,ORCUTT EDMUND T,1000.0
222,ANHEUSER BUSCH CO.,ORMSBY TIMM S,1000.3914601382846
223,ANHEUSER BUSCH CO.,ORTIZ-SELF LILLIAN,0.4193096643744866
224,ANHEUSER BUSCH CO.,ORWALL TINA L,0.1021820558162528
225,ANHEUSER BUSCH CO.,OURVOTESCOUNT,51.213519950844734
226,ANHEUSER BUSCH CO.,PADULA ELIZABETH A,0.18578555602955057
227,ANHEUSER BUSCH CO.,PALMER SUSAN S,0.4499620335611506
228,ANHEUSER BUSCH CO.,PASMA TOM L,0.3973097856763112
229,ANHEUSER BUSCH CO.,PAUL DAVID M,80.17240079208644
230,ANHEUSER BUSCH CO.,PAULEY HEATHER K,1.083749076839045
231,ANHEUSER BUSCH CO.,PEDERSEN JAMIE D,4.691304232295414
232,ANHEUSER BUSCH CO.,PEETOOM MICHAEL D,0.023432942757698125
233,ANHEUSER BUSCH CO.,PELLICCIOTTI MICHAEL J,-50.371044954676826
234,ANHEUSER BUSCH CO.,PERKINS SANDRA F,0.3226142882136551
235,ANHEUSER BUSCH CO.,PETERSON STROM H,0.4193096643744866
236,ANHEUSER BUSCH CO.,PETRISH MICHAEL J,0.04686588551539625
237,ANHEUSER BUSCH CO.,PETTIGREW ERIC,2000.0
238,ANHEUSER BUSCH CO.,PHAM SAVIO,16.184620704893725
239,ANHEUSER BUSCH CO.,PIERCE CO DEMO CENT COMM NON EXEMPT,0.18578555602955057
240,ANHEUSER BUSCH CO.,PIERCE CO REPUB CENT COMM NON EXEMPT,28.00373012064181
241,ANHEUSER BUSCH CO.,POLLET GERALD M,0.2837976814384209
242,ANHEUSER BUSCH CO.,QUALITY COMMUNITIES COMM (REAGAN FUND),19.00067764660638
243,ANHEUSER BUSCH CO.,RAMEL ALEX W,0.38396781882658
244,ANHEUSER BUSCH CO.,RAMOS BILL G,-13.386650966919897
245,ANHEUSER BUSCH CO.,RANCOURT JENNIFER J,0.22754532003938177
246,ANHEUSER BUSCH CO.,RANDALL EMILY E,-4019.7822950043005
247,ANHEUSER BUSCH CO.,REAGAN FUND,3827.1848874715797
248,ANHEUSER BUSCH CO.,REEVES KRISTINE M,1009.769057496273
249,ANHEUSER BUSCH CO.,REGEV SHIR,0.26943074705320685
250,ANHEUSER BUSCH CO.,RETIRED PUBLIC EMPLOYEES COUNCIL OF WA,0.426223868968053
251,ANHEUSER BUSCH CO.,RICCELLI MARCUS M,2000.3885380252689
252,ANHEUSER BUSCH CO.,RICHEY ERIC J,0.4983205643614766
253,ANHEUSER BUSCH CO.,RIVERVIEW SCHOOLS COMM,0.015482129669129211
254,ANHEUSER BUSCH CO.,ROACH ZAHRA,0.12055478132363798
255,ANHEUSER BUSCH CO.,ROBNETT MARY E,0.30964259338258426
256,ANHEUSER BUSCH CO.,ROULSTONE DOUGLAS R,120.72122422647922
257,ANHEUSER BUSCH CO.,RUDE SKYLER D,4.971282221045651
258,ANHEUSER BUSCH CO.,RYU CINDY S,2000.0
259,ANHEUSER BUSCH CO.,SALDANA REBECCA J,4.662809564370916
260,ANHEUSER BUSCH CO.,SALOMON JESSE M,0.3766652469669343
261,ANHEUSER BUSCH CO.,SANTOS SHARON T,1000.1548212966912
262,ANHEUSER BUSCH CO.,SATURN ANDREW,0.1735160467259233
263,ANHEUSER BUSCH CO.,SAWYER DAVID J,1968.1655702549722
264,ANHEUSER BUSCH CO.,SAX JEFFREY T,23.49414045897498
265,ANHEUSER BUSCH CO.,SCHIPPER LOIS A,0.3951087135345026
266,ANHEUSER BUSCH CO.,SCHMICK JOSEPH S,1000.0
267,ANHEUSER BUSCH CO.,SCHWARTZ MYCHAL H,0.9897776870196782
268,ANHEUSER BUSCH CO.,SEGUINE THOMAS E,0.023432942757698125
269,ANHEUSER BUSCH CO.,SHEA MATTHEW T,1000.0
270,ANHEUSER BUSCH CO.,SHEERAN JOHN M,1.0842557269588355
271,ANHEUSER BUSCH CO.,SHELDON TIMOTHY M,2072.7315350836043
272,ANHEUSER BUSCH CO.,SHEWMAKE SHARON A,80.67622271762245
273,ANHEUSER BUSCH CO.,SHORT SHELLY A,2000.0
274,ANHEUSER BUSCH CO.,SHUMWAY LINDSEY E,155.99765879227317
275,ANHEUSER BUSCH CO.,SKAAR SUZANNE G,0.2469537886789745
276,ANHEUSER BUSCH CO.,SLATTER VANDANA,1000.0
277,ANHEUSER BUSCH CO.,SMITH JAMIE L,19.35178214682664
278,ANHEUSER BUSCH CO.,SMITH NORMA C,252.60968176179216
279,ANHEUSER BUSCH CO.,SNOHOMISH COUNTY DEMOCRATS,0.6103288438669959
280,ANHEUSER BUSCH CO.,SNOHOMISH COUNTY REPUBLICAN PARTY,46.340245226502496
281,ANHEUSER BUSCH CO.,SOUTH KITSAP SCHOOL SUPPORTERS,0.3279578482203519
282,ANHEUSER BUSCH CO.,SOUTHWEST WA PRIORITIES,0.4690131543593903
283,ANHEUSER BUSCH CO.,SPOKANE CO DEMO CENT COMM EXEMPT,10.00308233012982
284,ANHEUSER BUSCH CO.,SPOKANE CO DEMO CENT COMM NON EXEMPT,6.414000088448486
285,ANHEUSER BUSCH CO.,SPOKANE CO REPUB CENT COMM NON EXEMPT,0.34019970122131404
286,ANHEUSER BUSCH CO.,SPOKANE LEADERSHIP COUNCIL,0.03312813795531755
287,ANHEUSER BUSCH CO.,SPRINGER LAWRENCE S,2000.4578175841361
288,ANHEUSER BUSCH CO.,ST CLAIR JANET P,0.233546765509781
289,ANHEUSER BUSCH CO.,STAND UP FOR PENINSULA SCHOOLS,0.15482129669129213
290,ANHEUSER BUSCH CO.,STANFORD DEREK C,1000.1264713761667
291,ANHEUSER BUSCH CO.,STANFORD JOY,-39.380772609502735
292,ANHEUSER BUSCH CO.,STEVENS CO REPUB CENT COMM NON EXEMPT,6.974093875036939
293,ANHEUSER BUSCH CO.,STEVENS COUNTY REPUBLICAN CENTRAL COMMITTEE EXEMPT ACCOUNT,4.0823964146557685
294,ANHEUSER BUSCH CO.,STOKESBARY ANDREW R,2000.0
295,ANHEUSER BUSCH CO.,STONIER MONICA J,1000.4016631377203
296,ANHEUSER BUSCH CO.,SULLIVAN PATRICK J,2006.6858035782852
297,ANHEUSER BUSCH CO.,SUTHERLAND MATTHEW,1.8244049732872278
298,ANHEUSER BUSCH CO.,SUTHERLAND ROBERT J,0.1344877458868099
299,ANHEUSER BUSCH CO.,TACOMA CIT FOR SCHOOLS,0.43239140594636843
300,ANHEUSER BUSCH CO.,THAI MY-LINH T,2.1098842529662836
301,ANHEUSER BUSCH CO.,THARINGER STEPHEN P,0.03161784404166589
302,ANHEUSER BUSCH CO.,THE FIRST AMERICAN PROJECT,2.7609496906150923
303,ANHEUSER BUSCH CO.,THE LEADERSHIP COUNCIL,1326.4554072581602
304,ANHEUSER BUSCH CO.,THOBABEN CHRISTOPHER R,1.3255111035900677
305,ANHEUSER BUSCH CO.,THOMAS JAMES E,0.09413134838830561
306,ANHEUSER BUSCH CO.,THOMPSON JOHN W,0.7655266529239302
307,ANHEUSER BUSCH CO.,THURSTON CO REPUB CENT COMM NON EXEMPT,6.593500525429463
308,ANHEUSER BUSCH CO.,TOM RODNEY,972.7842166925075
309,ANHEUSER BUSCH CO.,TORSTENBO CLAIRE A,0.34414898046208675
310,ANHEUSER BUSCH CO.,TRUTH FOR WA SPONSOR WORKING FAMILIES OF KING CO,0.13920222084313816
311,ANHEUSER BUSCH CO.,VALDEZ JAVIER,0.15732630527175723
312,ANHEUSER BUSCH CO.,VAN WERVEN LUANNE E,840.7959274476387
313,ANHEUSER BUSCH CO.,VARGAS PINKY T,110.10735191351979
314,ANHEUSER BUSCH CO.,VICK BRANDON P,2000.1458319501312
315,ANHEUSER BUSCH CO.,VOGELI ELIZABETH A,0.017547866750247144
316,ANHEUSER BUSCH CO.,VOLZ JAMES M,0.13561982110642506
317,ANHEUSER BUSCH CO.,WA FORWARD (THE LEADERSHIP COUNCIL),399.79842893766397
318,ANHEUSER BUSCH CO.,WA ST FEDERATION OF DEMO WOMEN,0.03012196958361032
319,ANHEUSER BUSCH CO.,WA STATE DEMOCRATIC PARTY,546.6571386539838
320,ANHEUSER BUSCH CO.,WA STATE REPUBLICAN PARTY,389.137714009749
321,ANHEUSER BUSCH CO.,WALEN AMY D,1000.339393397275
322,ANHEUSER BUSCH CO.,WALSH JAMES W,221.388342909731
323,ANHEUSER BUSCH CO.,WARNICK JUDITH M,2000.0
324,ANHEUSER BUSCH CO.,WASHINGTON SENATE DEMOCRATIC CAMPAIGN,346.0906885149855
325,ANHEUSER BUSCH CO.,WASHINGTON WORKS FOR US PAC,9.675060276749765
326,ANHEUSER BUSCH CO.,WEIKER WENDY L,0.41274439746874714
327,ANHEUSER BUSCH CO.,WHATCOM REPUBLICANS,1.5874197158701648
328,ANHEUSER BUSCH CO.,WILCOX JAMES T III,1000.0
329,ANHEUSER BUSCH CO.,WILKE JODI M,110.38112468310305
330,ANHEUSER BUSCH CO.,WILLIAMS KARL L,1.3891973534435842
331,ANHEUSER BUSCH CO.,WILSON CLAIRE E,-2162.1238271114867
332,ANHEUSER BUSCH CO.,WILSON DAVID J,61.77617792901641
333,ANHEUSER BUSCH CO.,WOLFE REBECCA J,1.2744283125848885
334,ANHEUSER BUSCH CO.,WOOD JAMES M,3.135552361869032
335,ANHEUSER BUSCH CO.,WORKING FAMILIES OF KING CO,0.3480055521078454
336,ANHEUSER BUSCH CO.,WYLIE SHARON L,0.40508943721201385
337,ANHEUSER BUSCH CO.,YES FOR HOMES COALITION OF SAN JUAN CO,0.013358230929596798
338,ANHEUSER BUSCH CO.,YES LIBRARIES PIERCE,1.2095596196032228
339,ANHEUSER BUSCH CO.,YOUNG DEREK M,1.6222721786842982
340,ANHEUSER BUSCH CO.,YOUNG JESSE L,22.307366889576123
341,COCA COLA NORTH AMERICA,BERGQUIST STEVEN A,750.0
342,COCA COLA NORTH AMERICA,BRADDOCK SHANNON,750.0
343,COCA COLA NORTH AMERICA,FAIN JOSEPH F,1000.0
344,COCA COLA NORTH AMERICA,FITZGIBBON JOSEPH C,750.0
345,COCA COLA NORTH AMERICA,FOR 1634,10562245.13
346,COCA COLA NORTH AMERICA,HARRIS PAUL L,750.0
347,COCA COLA NORTH AMERICA,HOBBS STEVEN R,750.0
348,COCA COLA NORTH AMERICA,KUDERER PATRICIA E,500.0
349,COCA COLA NORTH AMERICA,LIIAS MARKO S,750.0
